id;codigo
1;GA138
1;GA139
1;GA140
1;GA141
1;GA142
1;GA144
1;GA148
1;GA149
1;GA154
1;GA159
1;GA160
1;GA161
1;GA166
1;GA167
1;GA168
1;GA169
1;GA243
1;GA245
1;GA246
1;GA247
1;GA250
1;GA251
1;GA252
1;GA255
1;GA256
1;GA257
1;GA262
1;GA276
5;TT083
